"Regressor_A","Regressor_B","Dataset","BAGG","BOOS","CBAS","RASS"
"Regressor_1","Regressor_10","Wage",0.933571343038546,0.919937561179614,0.328470658320234,0.35418573975465
"Regressor_1","Regressor_11","Wage",0.921683129517303,0.804040987400703,0.206108613985647,0.390499541400875
"Regressor_1","Regressor_12","Wage",0.918253151610419,0.889497744684863,0.33668038429741,0.248725771233543
"Regressor_1","Regressor_13","Wage",0.922661695356814,0.803404779709773,0.392742486801256,0.25231660862243
"Regressor_1","Regressor_14","Wage",0.91268114292874,0.914969764516638,0.322284447294208,0.525320326159198
"Regressor_1","Regressor_15","Wage",0.907111786424781,0.80769447310249,0.313274906294537,0.254299735344108
"Regressor_1","Regressor_16","Wage",0.898039071884286,0.915558834476823,0.623499791867239,0.36509499834935
"Regressor_1","Regressor_17","Wage",0.93868044576752,0.789328833074384,0.446806830527779,0.446199163706701
"Regressor_1","Regressor_18","Wage",0.877238466927736,0.932342127837291,0.418690047549711,0.4492425904356
"Regressor_1","Regressor_19","Wage",0.902964693707046,0.777426302709587,0.312328976328459,0.393235903958955
"Regressor_1","Regressor_2","Wage",0.933956337123645,0.897489909664239,0.346286347459858,0.372021598806186
"Regressor_1","Regressor_20","Wage",0.935715181083359,0.909238304975668,0.32482864414718,0.210617703384074
"Regressor_1","Regressor_21","Wage",0.934003138948785,0.791669590247671,0.337067502264089,0.35676354355523
"Regressor_1","Regressor_22","Wage",0.937964525507799,0.914063518528561,0.323621242632185,0.34723191057706
"Regressor_1","Regressor_23","Wage",0.916197930757213,0.809533514169941,0.523171840706762,0.546676935546999
"Regressor_1","Regressor_24","Wage",0.906953560968272,0.916620430428026,0.449880557248131,0.172777910740082
"Regressor_1","Regressor_25","Wage",0.916205335243426,0.7779241847614,0.345105139343143,0.461396662140396
"Regressor_1","Regressor_26","Wage",0.911763217958043,0.895211614063523,0.359687537052879,0.436553097587074
"Regressor_1","Regressor_27","Wage",0.917559079385916,0.849256891664121,0.406852817836935,0.500839387688445
"Regressor_1","Regressor_28","Wage",0.919727564946306,0.933782784352667,0.436282667865681,0.352175248640696
"Regressor_1","Regressor_29","Wage",0.934847883762533,0.836863868522419,0.351509560946697,0.347903070929703
"Regressor_1","Regressor_3","Wage",0.924922951972744,0.82322499665541,0.398570145131658,0.364715159061809
"Regressor_1","Regressor_30","Wage",0.921142362440401,0.925422260278224,0.543548763073859,0.381529564246264
"Regressor_1","Regressor_31","Wage",0.91817088902364,0.783600115548334,0.431879766295012,0.379936061008709
"Regressor_1","Regressor_32","Wage",0.901042185832419,0.907953286483086,0.312668056239595,0.400678055059924
"Regressor_1","Regressor_33","Wage",0.919891863594855,0.807004909360927,0.396464979561542,0.392799518223221
"Regressor_1","Regressor_34","Wage",0.931289953633427,0.907897780942706,0.312113611482929,0.355873155090511
"Regressor_1","Regressor_35","Wage",0.928127926360745,0.817370173521493,0.463082232226701,0.3625125646116
"Regressor_1","Regressor_36","Wage",0.919681186715467,0.892332503360113,0.441222874107256,0.337723499980446
"Regressor_1","Regressor_4","Wage",0.923707231206099,0.932339322577123,0.333480930891506,0.112060242003817
"Regressor_1","Regressor_5","Wage",0.884714257127791,0.807263214338736,0.331874055300221,0.341746546476204
"Regressor_1","Regressor_6","Wage",0.940828149618118,0.909568256321347,0.327368710223887,0.375764596681847
"Regressor_1","Regressor_7","Wage",0.924519751242799,0.827301885255442,0.417560351914687,0.355694556379159
"Regressor_1","Regressor_8","Wage",0.915184589097722,0.908179443858232,0.361089722089191,0.32024867352992
"Regressor_1","Regressor_9","Wage",0.941143645499029,0.777896355192201,0.40994852445215,0.594352618452008
"Regressor_10","Regressor_1","Wage",0.933571343038546,0.919937561179614,0.328470658320234,0.35418573975465
"Regressor_10","Regressor_11","Wage",0.94373350840058,0.757810292072285,0.240135943660864,0.393726685835378
"Regressor_10","Regressor_12","Wage",0.914512117777383,0.901164002361574,0.939547351490978,0.182589468628606
"Regressor_10","Regressor_13","Wage",0.934288923145243,0.801176815974515,0.868508023191228,0.36843266576929
"Regressor_10","Regressor_14","Wage",0.908654532543664,0.919311903886387,0.953419731888429,0.310334156469671
"Regressor_10","Regressor_15","Wage",0.911323948459791,0.804949924461983,0.960840795712984,0.171886515986466
"Regressor_10","Regressor_16","Wage",0.909494210062871,0.924385355172301,0.439527674570386,0.956911860999515
"Regressor_10","Regressor_17","Wage",0.931656488770392,0.79795480350848,0.815763076764345,0.363081590166817
"Regressor_10","Regressor_18","Wage",0.885634998768962,0.9274630151891,0.473845748614251,0.890024445128394
"Regressor_10","Regressor_19","Wage",0.909141049698166,0.761892264803891,0.284991985973382,0.957499527848555
"Regressor_10","Regressor_2","Wage",0.919556634650937,0.919058140659404,0.952636086861831,0.303075239871103
"Regressor_10","Regressor_20","Wage",0.925875134391622,0.914019196343619,0.977315764153629,0.334919057159471
"Regressor_10","Regressor_21","Wage",0.935505488452936,0.783446688866859,0.969620935890145,0.972557837881821
"Regressor_10","Regressor_22","Wage",0.926559123952221,0.935659035296384,0.978042109749824,0.961089730725798
"Regressor_10","Regressor_23","Wage",0.923678247855716,0.790662621351945,0.492630505585364,0.405209706702523
"Regressor_10","Regressor_24","Wage",0.91546573541386,0.90495153284359,0.340431290434595,0.160934177547479
"Regressor_10","Regressor_25","Wage",0.910992577612953,0.800495486856357,0.952345744325809,0.296130836607269
"Regressor_10","Regressor_26","Wage",0.916917552030608,0.910073147385456,0.933420859754048,0.299912038457062
"Regressor_10","Regressor_27","Wage",0.914230959046097,0.841163360227739,0.880854762483092,0.53996014601865
