"Regressor_A","Regressor_B","Dataset","BAGG","BOOS","CBAS","RASS"
"Regressor_1","Regressor_10","Hitters",0.724787087766647,0.53282454769598,0.434167900711818,0.769638337558642
"Regressor_1","Regressor_11","Hitters",0.630918646712468,0.313238789647891,0.588356847141209,0.568883501191289
"Regressor_1","Regressor_12","Hitters",0.723924679075774,0.934584682147408,0.264644333739239,0.589943842759441
"Regressor_1","Regressor_13","Hitters",0.60270719663208,0.165574948024805,0.0636232714854921,0.686858233253635
"Regressor_1","Regressor_14","Hitters",0.462940310008468,0.399187767539075,0.435768804126673,0.833665588429808
"Regressor_1","Regressor_15","Hitters",0.551280277481436,0.490502564116004,0.227221252188603,0.554708405661302
"Regressor_1","Regressor_16","Hitters",0.718104341246738,0.504069208928906,0.497886805188268,0.557459124987328
"Regressor_1","Regressor_17","Hitters",0.555591759117213,0.783583074052384,0.309089164151192,0.675827100744356
"Regressor_1","Regressor_18","Hitters",0.559915780117144,0.850662193499781,0.443869424152027,0.583342483512061
"Regressor_1","Regressor_19","Hitters",0.51665588337761,0.449963704288654,0.684210306568062,0.66630106026896
"Regressor_1","Regressor_2","Hitters",0.676443251702053,0.299980444765516,0.494582536328635,0.637471072430502
"Regressor_1","Regressor_20","Hitters",0.652800198783661,0.856681332730577,0.654349375366194,0.675268047113671
"Regressor_1","Regressor_21","Hitters",0.604985235041967,0.257083651670482,0.28078944141843,0.675799640183414
"Regressor_1","Regressor_22","Hitters",0.525508957467075,0.555790770598139,0.598866240035043,0.0593068568959189
"Regressor_1","Regressor_23","Hitters",0.593318706383159,0.433981591430474,0.599887440801856,0.458662723660999
"Regressor_1","Regressor_24","Hitters",0.654607807015561,0.7057778011812,0.54592811657018,0.561636681242312
"Regressor_1","Regressor_25","Hitters",0.781227278187543,0.53085710919954,0.26729230896945,0.7250844457535
"Regressor_1","Regressor_26","Hitters",0.63347241801006,0.615882561233996,0.277775714863247,0.504499482861861
"Regressor_1","Regressor_27","Hitters",0.699928489661125,0.569675725096705,0.470356112688221,0.762353223835123
"Regressor_1","Regressor_28","Hitters",0.665724346449883,0.547292366713566,0.435963519122538,0.778216585597932
"Regressor_1","Regressor_29","Hitters",0.673002139018974,0.374252696717027,0.51713899268073,0.46374939190892
"Regressor_1","Regressor_3","Hitters",0.472890160894041,0.734823304757788,0.12039232559329,0.636435558343166
"Regressor_1","Regressor_30","Hitters",0.701419299527974,0.80880847453738,0.646417467584227,0.746559590086544
"Regressor_1","Regressor_31","Hitters",0.502832619783386,0.396414751687987,0.402528860818591,0.63319126959713
"Regressor_1","Regressor_32","Hitters",0.655149409987709,0.472657353095242,0.683391870812192,0.74418229116998
"Regressor_1","Regressor_33","Hitters",0.617414924971538,0.396106408976234,0.187283149983775,0.362216865579332
"Regressor_1","Regressor_34","Hitters",0.574402444583188,0.558173664075374,0.220856617235577,0.603137764529618
"Regressor_1","Regressor_35","Hitters",0.607074997055508,0.406599271049103,0.389522755809434,0.681624876607804
"Regressor_1","Regressor_36","Hitters",0.738447876853533,0.53646960091367,0.569736689815116,0.489569344304802
"Regressor_1","Regressor_4","Hitters",0.471355410510965,0.412748881837897,0.341703675699177,0.548492713202254
"Regressor_1","Regressor_5","Hitters",0.572148472312385,0.565332949812461,0.261249445696904,0.726568961857932
"Regressor_1","Regressor_6","Hitters",0.489735984007002,0.619588842167333,0.725933700226343,0.641070416501462
"Regressor_1","Regressor_7","Hitters",0.500061241256858,0.419380969273345,0.20567784096351,0.725313870089204
"Regressor_1","Regressor_8","Hitters",0.274347686805871,0.435406042853694,0.459887106072507,0.758150648537526
"Regressor_1","Regressor_9","Hitters",0.786921286959516,0.456957532516488,0.154091608037106,0.637956580445551
"Regressor_10","Regressor_1","Hitters",0.724787087766647,0.53282454769598,0.434167900711818,0.769638337558642
"Regressor_10","Regressor_11","Hitters",0.668682162900213,0.435169653535595,0.598796040880477,0.605271177964505
"Regressor_10","Regressor_12","Hitters",0.803129926437095,0.60518122772558,0.488844244520337,0.649900736390355
"Regressor_10","Regressor_13","Hitters",0.875714031145639,0.466287368743165,0.345861526025811,0.858537870663956
"Regressor_10","Regressor_14","Hitters",0.616296661662194,0.640367702714115,0.602081793334528,0.807597612727726
"Regressor_10","Regressor_15","Hitters",0.626881208148059,0.323931964384489,0.726352832489819,0.53890802691704
"Regressor_10","Regressor_16","Hitters",0.81639910035545,0.566961095192778,0.557783764331305,0.687606873411404
"Regressor_10","Regressor_17","Hitters",0.718597176394226,0.702150720387774,0.553565385885173,0.62163279292772
"Regressor_10","Regressor_18","Hitters",0.787237156017785,0.587755253174806,0.823831077898627,0.741316777930868
"Regressor_10","Regressor_19","Hitters",0.629733418084384,0.651775460085906,0.470016123903695,0.488023356670337
"Regressor_10","Regressor_2","Hitters",0.718933132985687,0.521901589603821,0.58232442630217,0.736307483532797
"Regressor_10","Regressor_20","Hitters",0.850630598925506,0.483518400906049,0.710399182984903,0.616532784785444
"Regressor_10","Regressor_21","Hitters",0.606018808060213,0.495398785835247,0.273241278443267,0.731919348982648
"Regressor_10","Regressor_22","Hitters",0.505317722029459,0.409507499037498,0.697069662154189,0.193174130345724
"Regressor_10","Regressor_23","Hitters",0.672521550919904,0.309432017710764,0.770481081459266,0.684150175529554
"Regressor_10","Regressor_24","Hitters",0.634280528034776,0.201781814829632,0.8103619705074,0.73529456612412
"Regressor_10","Regressor_25","Hitters",0.643767784127112,0.753844260615289,0.755170894226666,0.789384780931101
"Regressor_10","Regressor_26","Hitters",0.926262138791269,0.858873325700607,0.634592027656584,0.560982408826202
"Regressor_10","Regressor_27","Hitters",0.633612639944914,0.217856675532958,0.591190458440492,0.875029926320937
"Regressor_10","Regressor_28","Hitters",0.754049546653878,0.862124872866256,0.606258902755127,0.809105380442822
